total_iter,weights_sum,is_sat_clauses
1289,15483,71
1290,15483,71
1291,15483,71
1292,15483,71
1293,15483,71
1294,15483,71
1295,15483,71
1296,15483,71
1297,15483,71
1298,15483,71
1299,15483,71
1300,15483,71
1301,15483,71
1302,15483,71
1303,15483,71
1304,15483,71
1305,15483,71
1306,15483,71
1307,15483,71
1308,15483,71
1309,15483,71
1310,15483,71
1311,15483,71
1312,15483,71
1313,15483,71
1314,15483,71
1315,15483,71
1316,15483,71
1317,15483,71
1318,15483,71
1319,15483,71
1320,15483,71
1321,15483,71
1322,15483,71
1323,15483,71
1324,15483,71
1325,15483,71
1326,15483,71
1327,15483,71
1328,15483,71
1329,15483,71
1330,15483,71
1331,15483,71
1332,15483,71
1333,15483,71
1334,15483,71
1335,15483,71
1336,15483,71
1337,15483,71
1338,15483,71
1339,15483,71
1340,15483,71
1341,15483,71
1342,15483,71
1343,15483,71
1344,15483,71
1345,15483,71
1346,15483,71
1347,15483,71
1348,15483,71
1349,15483,71
1350,15483,71
1351,15483,71
1352,15483,71
1353,15483,71
1354,15483,71
1355,15483,71
1356,15483,71
1357,15483,71
1358,15483,71
1359,15483,71
1360,15483,71
1361,15483,71
1362,15483,71
1363,15483,71
1364,15483,71
1365,15483,71
1366,15483,71
1367,15483,71
1368,15483,71
1369,15483,71
1370,15483,71
1371,15483,71
1372,15483,71
1373,15483,71
1374,15483,71
1375,15483,71
1376,15483,71
1377,15483,71
1378,15483,71
1379,15483,71
1380,15483,71
1381,15483,71
1382,15483,71
1383,15483,71
1384,15483,71
1385,15483,71
1386,15483,71
1387,15483,71
1388,15483,71
1389,15483,71
1390,15483,71
1391,15483,71
1392,15483,71
1393,15483,71
1394,15483,71
1395,15483,71
1396,15483,71
1397,15483,71
1398,15483,71
1399,15483,71
1400,15483,71
1401,15483,71
1402,15483,71
1403,15483,71
1404,15483,71
1405,15483,71
1406,15483,71
1407,15483,71
1408,15483,71
1409,15483,71
1410,15483,71
1411,15483,71
1412,15483,71
1413,15483,71
1414,15483,71
1415,15483,71
1416,15483,71
1417,15483,71
1418,15483,71
1419,15483,71
1420,15483,71
1421,15483,71
1422,15483,71
1423,15483,71
1424,15483,71
1425,15483,71
1426,15483,71
1427,15483,71
1428,15483,71
1429,15483,71
1430,15483,71
1431,15483,71
1432,15483,71
1433,15483,71
1434,15483,71
1435,15483,71
1436,15483,71
1437,15483,71
1438,15483,71
1439,15483,71
1440,15483,71
1441,15483,71
1442,15483,71
1443,15483,71
1444,15483,71
1445,15483,71
1446,15483,71
1447,15483,71
1448,15483,71
1449,15483,71
1450,15483,71
1451,15483,71
1452,15483,71
1453,15483,71
1454,15483,71
1455,15483,71
1456,15483,71
1457,15483,71
1458,15483,71
1459,15483,71
1460,15483,71
1461,15483,71
1462,15483,71
1463,15483,71
1464,15483,71
1465,15483,71
1466,15483,71
1467,15483,71
1468,15483,71
1469,15483,71
1470,15483,71
1471,15483,71
1472,15483,71
1473,15483,71
1474,15483,71
1475,15483,71
1476,15483,71
1477,15483,71
1478,15483,71
1479,15483,71
1480,15483,71
1481,15483,71
1482,15483,71
1483,15483,71
1484,15483,71
1485,15483,71
1486,15483,71
1487,15483,71
1488,15483,71
1489,15483,71
1490,15483,71
1491,15483,71
1492,15483,71
1493,15483,71
1494,15483,71
1495,15483,71
1496,15483,71
1497,15483,71
1498,15483,71
1499,15483,71
1500,15483,71
1501,15483,71
1502,15483,71
1503,15483,71
1504,15483,71
1505,15483,71
1506,15483,71
1507,15483,71
1508,15483,71
1509,15483,71
1510,15483,71
1511,15483,71
1512,15483,71
1513,15483,71
1514,15483,71
1515,15483,71
1516,15483,71
1517,15483,71
1518,15483,71
1519,15483,71
1520,15483,71
1521,15483,71
1522,15483,71
1523,15483,71
1524,15483,71
1525,15483,71
1526,15483,71
1527,15483,71
1528,15483,71
1529,15483,71
1530,15483,71
1531,15483,71
1532,15483,71
1533,15483,71
1534,15483,71
1535,15483,71
1536,15483,71
1537,15483,71
1538,15483,71
1539,15483,71
1540,15483,71
1541,15483,71
1542,15483,71
1543,15483,71
1544,15483,71
1545,15483,71
1546,15483,71
1547,15483,71
1548,15483,71
1549,15483,71
1550,15483,71
1551,15483,71
1552,15483,71
1553,15483,71
1554,15483,71
1555,15483,71
1556,15483,71
1557,15483,71
1558,15483,71
1559,15483,71
1560,15483,71
1561,15483,71
1562,15483,71
1563,15483,71
1564,15483,71
1565,15483,71
1566,15483,71
1567,15483,71
1568,15483,71
1569,15483,71
1570,15483,71
1571,15483,71
1572,15483,71
1573,15483,71
1574,15483,71
1575,15483,71
1576,15483,71
1577,15483,71
1578,15483,71
1579,15483,71
1580,15483,71
1581,15483,71
1582,15483,71
1583,15483,71
1584,15483,71
1585,15483,71
1586,15483,71
1587,15483,71
1588,15483,71
1589,15483,71
1590,15483,71
1591,15483,71
1592,15483,71
1593,15483,71
1594,15483,71
1595,15483,71
1596,15483,71
1597,15483,71
1598,15483,71
1599,15483,71
1600,15483,71
1601,15483,71
1602,15483,71
1603,15483,71
1604,15483,71
1605,15483,71
1606,15483,71
1607,15483,71
1608,15483,71
1609,15483,71
1610,15483,71
1611,15483,71
1612,15483,71
1613,15483,71
1614,15483,71
1615,15483,71
1616,15483,71
1617,15483,71
1618,15483,71
1619,15483,71
1620,15483,71
1621,15483,71
1622,15483,71
1623,15483,71
1624,15483,71
1625,15483,71
1626,15483,71
1627,15483,71
1628,15483,71
1629,15483,71
1630,15483,71
1631,15483,71
1632,15483,71
1633,15483,71
1634,15483,71
1635,15483,71
1636,15483,71
1637,15483,71
1638,15483,71
1639,15483,71
1640,15483,71
1641,15483,71
1642,15483,71
1643,15483,71
1644,15483,71
1645,15483,71
1646,15483,71
1647,15483,71
1648,15483,71
1649,15483,71
1650,15483,71
1651,15483,71
1652,15483,71
1653,15483,71
1654,15483,71
1655,15483,71
1656,15483,71
1657,15483,71
1658,15483,71
1659,15483,71
1660,15483,71
1661,15483,71
1662,15483,71
1663,15483,71
1664,15483,71
1665,15483,71
1666,15483,71
1667,15483,71
1668,15483,71
1669,15483,71
1670,15483,71
1671,15483,71
1672,15483,71
1673,15483,71
1674,15483,71
1675,15483,71
1676,15483,71
1677,15483,71
1678,15483,71
1679,15483,71
1680,15483,71
1681,15483,71
1682,15483,71
1683,15483,71
1684,15483,71
1685,15483,71
1686,15483,71
1687,15483,71
1688,15483,71
1689,15483,71
1690,15483,71
1691,15483,71
1692,15483,71
1693,15483,71
1694,15483,71
1695,15483,71
1696,15483,71
1697,15483,71
1698,15483,71
1699,15483,71
1700,15483,71
1701,15483,71
1702,15483,71
1703,15483,71
1704,15483,71
1705,15483,71
1706,15483,71
1707,15483,71
1708,15483,71
1709,15483,71
1710,15483,71
1711,15483,71
1712,15483,71
1713,15483,71
1714,15483,71
1715,15483,71
1716,15483,71
1717,15483,71
1718,15483,71
1719,15483,71
1720,15483,71
1721,15483,71
1722,15483,71
1723,15483,71
1724,15483,71
1725,15483,71
1726,15483,71
1727,15483,71
1728,15483,71
1729,15483,71
1730,15483,71
1731,15483,71
1732,15483,71
1733,15483,71
1734,15483,71
1735,15483,71
1736,15483,71
1737,15483,71
1738,15483,71
1739,15483,71
1740,15483,71
1741,15483,71
1742,15483,71
1743,15483,71
1744,15483,71
1745,15483,71
1746,15483,71
1747,15483,71
1748,15483,71
1749,15483,71
1750,15483,71
1751,15483,71
1752,15483,71
1753,15483,71
1754,15483,71
1755,15483,71
1756,15483,71
1757,15483,71
1758,15483,71
1759,15483,71
1760,15483,71
1761,15483,71
1762,15483,71
1763,15483,71
1764,15483,71
1765,15483,71
1766,15483,71
1767,15483,71
1768,15483,71
1769,15483,71
1770,15483,71
1771,15483,71
1772,15483,71
1773,15483,71
1774,15483,71
1775,15483,71
1776,15483,71
1777,15483,71
1778,15483,71
1779,15483,71
1780,15483,71
1781,15483,71
1782,15483,71
1783,15483,71
1784,15483,71
1785,15483,71
1786,15483,71
1787,15483,71
1788,15483,71
1789,15483,71
1790,15483,71
1791,15483,71
1792,15483,71
1793,15483,71
1794,15483,71
1795,15483,71
1796,15483,71
1797,15483,71
1798,15483,71
1799,15483,71
1800,15483,71
1801,15483,71
1802,15483,71
1803,15483,71
1804,15483,71
1805,15483,71
1806,15483,71
1807,15483,71
1808,15483,71
1809,15483,71
1810,15483,71
1811,15483,71
1812,15483,71
1813,15483,71
1814,15483,71
1815,15483,71
1816,15483,71
1817,15483,71
1818,15483,71
1819,15483,71
1820,15483,71
1821,15483,71
1822,15483,71
1823,15483,71
1824,15483,71
1825,15483,71
1826,15483,71
1827,15483,71
1828,15483,71
1829,15483,71
1830,15483,71
1831,15483,71
1832,15483,71
1833,15483,71
1834,15483,71
1835,15483,71
1836,15483,71
1837,15483,71
1838,15483,71
1839,15483,71
1840,15483,71
1841,15483,71
1842,15483,71
1843,15483,71
1844,15483,71
1845,15483,71
1846,15483,71
1847,15483,71
1848,15483,71
1849,15483,71
1850,15483,71
1851,15483,71
1852,15483,71
1853,15483,71
1854,15483,71
1855,15483,71
1856,15483,71
1857,15483,71
1858,15483,71
1859,15483,71
1860,15483,71
1861,15483,71
1862,15483,71
1863,15483,71
1864,15483,71
1865,15483,71
1866,15483,71
1867,15483,71
1868,15483,71
1869,15483,71
